FEEDBACK CONTROLLER - simulation 

TIME, SETPOINT, STATE, CONTROL SIGNAL 
9.48, 1, 0.943153, 0.953271
9.49, 1, 0.943254, 0.953354
9.5, 1, 0.943355, 0.953437
9.51, 1, 0.943456, 0.95352
9.52, 1, 0.943556, 0.953602
9.53, 1, 0.943657, 0.953685
9.54, 1, 0.943757, 0.953767
9.55, 1, 0.943857, 0.95385
9.56, 1, 0.943957, 0.953932
9.57, 1, 0.944057, 0.954014
9.58, 1, 0.944156, 0.954096
9.59, 1, 0.944256, 0.954177
9.6, 1, 0.944355, 0.954259
9.61, 1, 0.944454, 0.95434
9.62, 1, 0.944553, 0.954422
9.63, 1, 0.944651, 0.954503
9.64, 1, 0.94475, 0.954584
9.65, 1, 0.944848, 0.954665
9.66, 1, 0.944946, 0.954745
9.67, 1, 0.945044, 0.954826
9.68, 1, 0.945142, 0.954906
9.69, 1, 0.94524, 0.954987
9.7, 1, 0.945337, 0.955067
9.71, 1, 0.945435, 0.955147
9.72, 1, 0.945532, 0.955226
9.73, 1, 0.945629, 0.955306
9.74, 1, 0.945726, 0.955386
9.75, 1, 0.945822, 0.955465
9.76, 1, 0.945919, 0.955544
9.77, 1, 0.946015, 0.955624
9.78, 1, 0.946111, 0.955703
9.79, 1, 0.946207, 0.955781
9.8, 1, 0.946303, 0.95586
9.81, 1, 0.946398, 0.955939
9.82, 1, 0.946494, 0.956017
9.83, 1, 0.946589, 0.956095
9.84, 1, 0.946684, 0.956173
9.85, 1, 0.946779, 0.956251
9.86, 1, 0.946873, 0.956329
9.87, 1, 0.946968, 0.956407
9.88, 1, 0.947062, 0.956485
9.89, 1, 0.947157, 0.956562
9.9, 1, 0.947251, 0.956639
9.91, 1, 0.947345, 0.956717
9.92, 1, 0.947438, 0.956794
9.93, 1, 0.947532, 0.956871
9.94, 1, 0.947625, 0.956947
9.95, 1, 0.947718, 0.957024
9.96, 1, 0.947812, 0.9571
9.97, 1, 0.947904, 0.957177
9.98, 1, 0.947997, 0.957253
9.99, 1, 0.94809, 0.957329
